Run,Evt,vertexX,vertexY,vertexZ,selected,selected_cheated_2d,selected_cheated_2d_vtx,selected_cheated_2d_vtx_3d,selected_cheated_2d_vtx_3d_mva
1272,19,222.970703125,-20.8369140625,574.8862915039062,0.0,1.0,1.0,1.0,1.0
1273,2,107.14996337890625,-9.317193984985352,-598.0970458984375,0.0,0.0,0.0,0.0,0.0
1273,9,276.4924621582031,-84.83245086669922,504.9766540527344,1.0,1.0,1.0,1.0,1.0
1273,33,121.48003387451172,-120.366455078125,-87.13170623779297,0.0,1.0,1.0,1.0,1.0
1274,22,141.8828887939453,13.256263732910156,440.71795654296875,1.0,1.0,1.0,1.0,1.0
1276,15,100.4741439819336,-112.95903778076172,-199.057373046875,0.0,1.0,0.0,0.0,0.0
1279,23,320.71417236328125,45.924034118652344,369.0793151855469,0.0,0.0,0.0,0.0,0.0
1279,36,252.8805694580078,101.21521759033203,-48.81204605102539,1.0,1.0,1.0,1.0,1.0
128,5,233.62815856933594,-71.00967407226562,330.1478271484375,0.0,0.0,0.0,0.0,0.0
1280,32,266.1835021972656,30.10978126525879,-841.5950927734375,0.0,0.0,0.0,0.0,0.0
1281,4,329.3914489746094,-73.49193572998047,-613.3991088867188,0.0,1.0,1.0,1.0,1.0
1281,19,180.9166717529297,54.59332275390625,-255.00302124023438,1.0,1.0,1.0,1.0,1.0
1282,25,294.5090637207031,47.735252380371094,-423.38580322265625,0.0,1.0,1.0,1.0,1.0
1282,35,137.89166259765625,29.737117767333984,-4.490975856781006,0.0,0.0,0.0,0.0,0.0
1283,16,219.32110595703125,59.047576904296875,-393.1664733886719,0.0,0.0,0.0,0.0,0.0
1284,2,284.8677673339844,-119.39595794677734,496.63922119140625,1.0,1.0,1.0,1.0,1.0
1285,28,305.01812744140625,-131.2401885986328,133.96385192871094,0.0,1.0,1.0,1.0,1.0
1285,33,231.81842041015625,-82.1794662475586,664.0941162109375,1.0,0.0,0.0,1.0,1.0
1287,16,141.88990783691406,73.5655517578125,-693.4703369140625,0.0,1.0,0.0,0.0,0.0
1288,18,276.3432922363281,-30.589689254760742,0.8201249837875366,1.0,1.0,1.0,1.0,1.0
129,24,151.52609252929688,-93.88654327392578,466.1139221191406,0.0,1.0,1.0,1.0,1.0
1290,10,302.0360107421875,22.641075134277344,685.222900390625,1.0,1.0,1.0,1.0,1.0
1291,19,236.1689910888672,49.48698425292969,-286.6492614746094,0.0,1.0,1.0,1.0,1.0
1293,22,307.78790283203125,-112.60782623291016,-491.5524597167969,0.0,0.0,0.0,0.0,0.0
1294,7,289.50006103515625,-75.39494323730469,-284.19879150390625,0.0,1.0,1.0,1.0,1.0
1296,37,281.19586181640625,35.939998626708984,522.0394287109375,0.0,0.0,0.0,0.0,0.0
1297,40,182.4701385498047,32.12278747558594,-639.1790771484375,0.0,0.0,0.0,0.0,0.0
1298,35,243.49986267089844,-25.843290328979492,-38.227684020996094,1.0,1.0,1.0,1.0,1.0
13,2,237.0341796875,-79.27723693847656,-96.51876068115234,0.0,1.0,1.0,1.0,1.0
13,4,132.6641845703125,-5.268011093139648,-284.1036682128906,1.0,1.0,1.0,1.0,1.0
13,20,245.55694580078125,24.005613327026367,91.51578521728516,0.0,1.0,1.0,1.0,1.0
130,8,280.7482604980469,-136.92010498046875,-800.411376953125,0.0,0.0,0.0,1.0,1.0
